job_listing_no,technical_skill
7452,http
7452,linux
7452,management
7452,programming
7452,research
7452,security
7452,shell scripting
7452,solaris
7452,sql
7452,teradata
7452,testing
7452,windows
7453,analysis
7453,architecture
7453,cisco
7453,citrix
7453,configuration management
7453,development
7453,firmware
7453,hardware
7453,lan
7453,linux
7453,management
7453,modeling
7453,networking
7453,networks
7453,security
7453,simulation
7453,system architecture
7453,testing
7453,unix
7453,vmware
7453,vsphere
7453,wan
7454,architecture
7454,case
7454,data collection
7454,gps
7454,testing
7454,test plan
7454,validation
7454,xml
7455,analysis
7455,cisco
7455,data analysis
7455,electronic systems
7455,excel
7455,forth
7455,hardware
7455,http
7455,management
7455,motorola
7455,multimedia
7455,networking
7455,networks
7455,outlook
7455,protocol
7455,protocols
7455,supervision
7455,supervisor
7455,tcp/ip
7455,unix
7455,video
7456,"""senior unix administrator"" ""unix admin"" ""unix administrator"" ""unix"""
7457,analysis
7457,analyst
7457,business intelligence
7457,consulting
7457,data analysis
7457,database
7457,data mining
7457,data modeling
7457,excel
7457,metrics
7457,modeling
7457,mongodb
7457,sql
7457,supervision
7458,bash
7458,css
7458,database
7458,disaster recovery
7458,hardware
7458,ibm
7458,ims
7458,javascript
7458,linux
7458,management
7458,networking
7458,oracle
7458,php
7458,project
7458,protocol
7458,protocols
7458,python
7458,routers
7458,security
7458,sql
7458,sql server
7458,sun
7458,supervision
7458,switches
7458,tcp/ip
7458,testing
7458,validation
7459,5+ yearsexperience as project manager working with clinical data concepts
7460,sr oracle pl/sql developer with financial exp
7461,pl/sql applications
7461,data warehouse
7461,etl
7461,sql
7461,toad
7461,java
7461,oracle database
7462,analysis
7462,business requirements
7462,c#
7462,data analysis
7462,developer
7462,development
7462,management
7462,multi-threaded
7462,oracle
7462,pl/sql
7462,programming
7462,software engineer
7462,sql
7462,sql server
7462,sybase
7462,testing
7463,manufacturing
7463,erp
7463,mes
7463,plm
7463,sap
7463,data analysis
7463,agile
7464,splunk
7464,programming languages
7464,virtualization technologies
7464,scripting languages
7465,machine learning
7465,distributed computing solutions
7465,nosql
7465,microservices
7465,opensource
7465,big data
7465,spark
7466,analysis
7466,data analysis
7466,development
7466,excel
7466,hardware
7466,manager
7466,management
7466,materials
7466,mathematical
7466,ms office
7466,powerpoint
7466,project
7466,rf
7466,ups
7467,buusiness analyst data analysis mysql r r/s-plus spss sas stata excel pivot query queries array formula user functions ecommerce financial datasets math statistics google analytics perl
7468,.net
7468,analysis
7468,database
7468,data warehouse
7468,development
7468,lifecycle
7468,lifecycle development
7468,management
7468,ole
7468,programming
7468,scheduling
7468,security
7468,sql
7468,sql server
7468,vb
7469,sfdc / salesforce / architect / technical architect / apex / partner / visualforce / remote / florida
7470,analysis
7470,analyst
7470,analytical skills
7470,apache
7470,consulting
7470,data analysis
7470,flowchart
7470,j2ee
7470,java
7470,javascript
7470,jquery
7470,linux
7470,manager
7470,management
7470,networking
7470,networks
7470,oracle
7470,pl/sql
7470,project
7470,project management
7470,security
7470,soap
7470,sql
7470,sun
7470,unix
7470,xml
7470,xslt
7471,it business analyst
7472,candidates interviewing for this position must be able to attend an on-site interview in phoenix
7472,az
7473,java server
7473,data modeling
7473,soa
7473,rest
7473,agile/scrum
7473,hibernate
7473,jpa
7473,or other orm library
7473,spring framework or other dependency injection framework
7473,cross-browser apps using html
7473,javascript
7473,ajax
7473,css
7474,mdm
7474,idm
7474,itron
7474,iee/itron
7474,ari
7474,abe
7475,analysis
7475,architecture
7475,data analysis
7475,data collection
7475,development
7475,exchange
7475,firmware
7475,hardware
7475,linux
7475,modeling
7475,powershell
7475,security
7475,simulation
7475,system architecture
7475,systems administrator
7475,unix
7475,vmware
7475,windows
7475,windows 7
7476,etl testing.
7477,vmware
7477,storage
7477,networking
7478,job req #: 17-03688 job description: configuration manager java scripter location: englewood
7478,co position type: contract **please note
7478,i am only able to work on a w2 basis key responsibilities: mapping file and api development: knowledge of the configuration database data model and soap apis is a must. development of api solutions to pull data out of servicenow to integrate with monitoring db
7478,network operations db and business intelligence systems. javascript knowledge and discovery methodology experience to develop solutions. these are already dependencies in ucmdb so will need to be transferred to service now. development of api solutions to pull data into servicenow from ucs manager
7478,asset register and sbm. development of re-usable scalable inbound api applications. additional scripting and with the knowledge of probes and sensors. qualifications: must have considerable experience in working with service now cmdb and discovery. good understanding of network topologies and technologies. about ascent: the ascent services group (asg) is a nationally recognized technology staffing and consulting firm whose fundamental business is providing staffing services to small
7478,medium
7478,and large enterprise clients in our core market verticals: financial services
7478,healthcare
7478,technology and life sciences. as consultants for asg
7478,you will have access to many of the top clients within the industries we serve. our goal is to deliver innovative talent through proven best practices and effective resource optimization. become one of asg s candidates and experience the difference! ind05
7479,desktop support
7479,help desk
7479,systems administrator
7479,windows
7479,microsoft
7479,office
7479,o365
7479,sharepoint
7479,jabber
7479,cisco
7479,av
7479,conference
7479,vmware
7479,airwatch
7479,iphone
7479,android
7479,mdm
7479,active directory
7479,gpo
7479,dns
7479,dhc
7480,software integration analyst - servicenow
7481,analysis
7481,bind
7481,business intelligence
7481,business objects
7481,cognos
7481,crystal reports
7481,database
7481,data mart
7481,data warehouse
7481,development
7481,epic
7481,html
7481,http
7481,manager
7481,management
7481,materials
7481,metrics
7481,olap
7481,oracle
7481,pl/sql
7481,project
7481,project management
7481,sdlc
7481,sql
7482,c# .net
7482,sdks
7482,xml
7482,json
7482,sql server
7482,entity framework
7482,t-sql
7482,soap and rest web services
7482,data modeling using an orm and ado.net
7482,developing console applications and web services - c# .net
7482,sdks
7482,xml
7482,json
7482,sql server
7482,entity framework
7482,t-sql
7482,soap and rest web services
7482,data modeling using an orm and ado.net
7482,developing console applications and web services
7483,hadoop developer with h base
7483,scala
7484,developer
7484,software
7484,trading
7484,high frequency
7484,c++
7484,data
7484,linux
7484,systems
7484,network
7484,market data
7484,
7485,ccie
7485,ccnp
7485,jncie
7485,f5-cse
7485,acmp
7485,vcix
7485,mcse
7485,independent
7485,consultant
7485,project
7485,deployment
7485,implementation
7485,it solutions
7485,network operations
7485,systems
7485,servers
7485,virtualization
7485,
7486,greenplum
7486,hadoop
7487,quality center alm
7487,etl
7487,informatica
7487,obiee
7487,data warehouse
7487,sql
7487,oracle database
7488,user research
7488,ux
7488,ux design
7488,survey
7488,analyst
7489,experience migrating from oracle to mongo (must have)
7490,xml data and modeling xsds
7490,relational and dimensional data modeling
7490,oracle & sql server using er studio
7490,mortgage/finance industry data modeling experience
7491,db2 dba
7491,z/os
7491,database maintainence
7492,agile
7492,analysis
7492,data analysis
7492,database
7492,developer
7492,development
7492,foundation
7492,management
7492,modeling
7492,project
7492,sdlc
7492,sql
7492,sql server
7493,linux
7493,etl
7493,bi
7493,data modeling
7494,business analyst
7494,business process
7494,requirements gathering
7494,ssrs
7494,stored procedures
7494,data mining
7494,data modeling
7495,hadoop developer
7495,bi
7495,data warehouse
7496,analysis
7496,analyst
7496,business intelligence
7496,crystal reports
7496,data analysis
7496,developer
7496,project
7496,sql
7496,user interface
7497,teradata lead developer in charlotte
7497,nc
7498,tfs
7498,siteminder
7498,release management
7498,project management
7498,agile
7498,scrum
7498,risk
7498,budget
7498,pmp
7499,soap
7499,restful
7499,c#/.net
7499,powershell
7499,hl7
7499,ccd or ccr
7499,informatica 8.6
7499,oracle 10g or higher and pl/sql.
7500,java / enterprise java
7500,jvm ecosystem (java
7500,kotlin)
7500,scala
7500,nosql - java / enterprise java
7500,jvm ecosystem (java
7500,kotlin)
7500,scala
7500,nosql
7501,connex on hp nonstop
7501,eft
7502,etl
7502,datastage
7502,informatica
7502,snaplogic
7503,10 years of it experience
7503,government contracting expeirence
7504,wan
7504,bgp
7504,mpls
7504,qos
7504,routing
7505,analysis
7505,change management
7505,database
7505,database administration
7505,data warehouse
7505,development
7505,management
7505,modeling
7505,mysql
7505,mysql
7505,networks
7505,oracle
7505,pl/sql
7505,security
7505,simulation
7505,sql
7506,asic
7506,eda verification tools
7506,ethernet
7506,uvm
7506,system verilog
7506,simulation - asic
7506,eda verification tools
7506,ethernet
7506,uvm
7506,system verilog
7506,simulation
7507,cisco
7507,avaya
7507,switches
7507,routers
7507,voip
7508,analysis
7508,architecture
7508,ccna
7508,development
7508,firmware
7508,hardware
7508,linux
7508,management
7508,modeling
7508,networking
7508,security
7508,simulation
7508,solaris
7508,system architecture
7508,unix
7508,windows
7509,financial technology systems
7510,hadoop developer
7510,bi
7510,data warehouse
7511,architecture
7511,design
7511,strategy
7511,aws
7511,linux
7511,c#
7511,design
7511,strategy
7511,.net
7511,java
7511,enterprise
7511,solutions
7511,risk
7511,mitigation
7511,
7512,empower.net
7512,sql
7512,cognos or business objects
7512,report development
7513,microstrategy solution architect
7514,hadoop big data
7515,java
7515,jsp
7515,j2ee
7515,sql
7515,web 2.0
7515,linux
7515,tomcat
7515,mysql
7515,javascript
7515,ajax - java
7515,jsp
7515,j2ee
7515,sql
7515,web 2.0
7515,linux
7515,tomcat
7515,mysql
7515,javascript
7515,ajax
7516,associate project manager
7517,dba / database administrator / cassandra / mysql / cloud / kafka / kubernetes / k8s / sql / nosql / apache / datastax / aws / data migration / dba / devops / database administrator / cassandra / mysql / cloud / kafka / kubernetes / k8s / sql / nosql
7518,java
7518,spring
7518,api
7518,agile
7518,atlassian tools
7518,microservices
7518,jvm
7518,aws
7518,nosql (cassandra preferred)
7518,json
7518,distributed caching
7518,data storage
7519,hadoop
7519,apache
7519,python
7519,spark
7519,administration
7519,engineer
7519,"""big data"""
7519,hortonworks
7519,hdp
7519,hdfs
7520,.net
7520,java
7520,javascript
7520,application architect
7521,senior node.js developer no h1b
7521,no ead
7521,no opt
7522,analysis
7522,analyst
7522,architecture
7522,business analyst
7522,business objects
7522,business requirements
7522,consulting
7522,data analysis
7522,database
7522,data modeling
7522,data warehouse
7522,development
7522,excel
7522,foundation
7522,management
7522,microsoft excel
7522,modeling
7522,project
7522,project management
7522,re-engineering
7522,sql
7522,sql server
7522,technical writing
7522,validation
7523,microsoft ssis
7523,microsoft sql server
7523,mysql
7523,ms access
7523,.net
7523,asp
7523,mysql dba
7523,crystal reports
7523,sql server 2012/2014/2016
7524,there will be 80% travel if you live near one of the offices in midwest otherwise 90% travel  (locations are ->> tx 76550
7524,tx 76106
7524,tx 77098
7524,il 61369
7524,mo 64836)
7525,business objects universe
7525,tableau
7525,xcelsius
7525,data warehousing
7525,oracle sql
7525,security
7525,test plans
7525,business objects enterprise upgrade
7526,firmware
7526,hardware
7526,http
7526,linux
7526,project
7526,unix
7526,vmware
7526,windows
7527,db2/zos
7527,sql
7528,sales
7528,it
7528,entry level
7529,project management
7529,public trust
7530,mortgage
7530,program manager
7530,project manager
7531,mdm pim master data product information stibo step data analyst software architect configure dashboards data modeling workflow portal migration business rules developer
7532,hadoop security
7532,ranger
7532,knox
7532,kerberos
7532,kms with hbase
7532,hive
7532,integration with sqoop
7532,kafka
7532,aws- cloud security expertise
7532,shell scripting - hadoop security
7532,ranger
7532,knox
7532,kerberos
7532,kms with hbase
7532,hive
7532,integration with sqoop
